"","TRINITY_ID","scaffold","t_start","t_end","strand"
"1295","TRINITY_DN32924_c0_g2_i2","MA_10433266|MA_10434813|MA_160270","35765|27621|7813","36029|27891|8083","-|+|-"
"1296","TRINITY_DN33044_c0_g1_i3","MA_10434078","19447","27690","+"
"1297","TRINITY_DN33373_c0_g2_i2","MA_159231","3656","4758","-"
"1298","TRINITY_DN33365_c0_g3_i6","MA_10212","17090","18663","+"
"1299","TRINITY_DN33413_c0_g1_i6","MA_100508|MA_10428134","55512|19113","56062|19923","-|+"
"1300","TRINITY_DN33540_c0_g1_i1","MA_10437246|MA_161374","16413|29078","16531|29638","-|-"
"1301","TRINITY_DN33540_c0_g1_i2","MA_161374","29081","29638","-"
"1302","TRINITY_DN33594_c0_g1_i1","MA_31272","22295","23397","+"
"1303","TRINITY_DN33594_c0_g1_i3","MA_31272","22295","23397","+"
"1304","TRINITY_DN33589_c1_g1_i2","MA_83109","8086","20868","+"
"1305","TRINITY_DN33658_c0_g1_i1","MA_8546","51889","54460","+"
"1306","TRINITY_DN33674_c0_g1_i7","MA_69436","30783","32615","+"
"1307","TRINITY_DN33686_c0_g1_i1","MA_10426199","5809","8076","-"
"1308","TRINITY_DN33771_c0_g1_i2","MA_483877","7902","8374","+"
"1309","TRINITY_DN33727_c1_g2_i2","MA_181473|MA_47664","2626|9404","2740|13316","-|-"
"1310","TRINITY_DN33727_c1_g2_i6","MA_181473|MA_47664","2626|9404","2740|13316","-|-"
"1311","TRINITY_DN33727_c1_g1_i1","MA_47664","13386","15699","-"
"1312","TRINITY_DN33726_c1_g3_i1","MA_19048","30611","32902","-"
"1313","TRINITY_DN33804_c0_g1_i1","MA_1038","2127","2633","+"
"1314","TRINITY_DN33986_c3_g4_i2","MA_10432066|MA_66111","25518|12357","26307|12940","+|-"
"1315","TRINITY_DN33978_c0_g1_i5","MA_1490","5630","7337","-"
"1316","TRINITY_DN33978_c0_g1_i6","MA_1490","5630","7406","-"
"1317","TRINITY_DN34068_c0_g1_i1","MA_71532","12904","14157","-"
"1318","TRINITY_DN34150_c0_g1_i6","MA_134669|MA_9250","16|30","777|330","-|-"
"1319","TRINITY_DN34168_c0_g1_i2","MA_30770","33253","34629","+"
"1320","TRINITY_DN34386_c0_g1_i1","MA_168478","30936","31661","-"
"1321","TRINITY_DN34317_c0_g2_i1","MA_180766|MA_180766","8082|31863","8661|32355","-|-"
"1322","TRINITY_DN34447_c0_g1_i1","MA_10435707","5464","9777","-"
"1323","TRINITY_DN34447_c0_g1_i3","MA_10435707","5464","9777","-"
"1324","TRINITY_DN34465_c0_g1_i1","MA_10426725","18662","20171","-"
"1325","TRINITY_DN34402_c1_g1_i1","MA_122602","24708","25093","+"
"1326","TRINITY_DN34539_c0_g2_i5","MA_10433576","13604","15232","-"
"1327","TRINITY_DN34647_c0_g1_i1","MA_13350|MA_18753","19836|1817","20549|2621","-|-"
"1328","TRINITY_DN34775_c0_g1_i1","MA_10432470","19666","22301","+"
"1329","TRINITY_DN34862_c0_g1_i1","MA_10427297","13052","13965","-"
"1330","TRINITY_DN34993_c0_g4_i1","MA_15821","44512","45958","+"
"1331","TRINITY_DN35082_c0_g1_i1","MA_10437164","22054","22631","+"
"1332","TRINITY_DN35162_c1_g1_i1","MA_11587","57691","59719","+"
"1333","TRINITY_DN35206_c0_g1_i1","MA_10428988","25261","27387","+"
"1334","TRINITY_DN35226_c0_g1_i3","MA_10436059","6801","8312","+"
"1335","TRINITY_DN35247_c0_g1_i2","MA_4249","13975","16713","-"
"1336","TRINITY_DN35421_c1_g1_i1","MA_10426949|MA_141331","32939|1860","33408|2329","-|+"
"1337","TRINITY_DN35555_c0_g1_i1","MA_40275","9541","9758","+"
"1338","TRINITY_DN35701_c0_g1_i1","MA_47806","20163","21749","+"
"1339","TRINITY_DN35731_c0_g1_i1","MA_10433266|MA_10434813|MA_160270","36298|27104|8370","36528|27334|8600","-|+|-"
"1340","TRINITY_DN35752_c0_g1_i1","MA_180342","8392","10918","-"
"1341","TRINITY_DN35875_c0_g2_i2","MA_10429902","6707","9291","-"
"1342","TRINITY_DN35800_c0_g2_i1","MA_82415","13519","14901","+"
"1343","TRINITY_DN35946_c0_g1_i1","MA_14554","9011","11415","-"
"1344","TRINITY_DN36157_c0_g1_i5","MA_10351163|MA_21020|MA_81040|MA_9836","26197|14|8709|38012","26295|111|8911|38883","+|-|-|+"
"1345","TRINITY_DN36274_c0_g1_i1","MA_79741","12439","15844","-"
"1346","TRINITY_DN36274_c0_g1_i2","MA_79741","12439","15428","-"
"1347","TRINITY_DN36372_c0_g1_i1","MA_57341","13679","14610","-"
"1348","TRINITY_DN36313_c1_g1_i1","MA_34553","1","1406","+"
"1349","TRINITY_DN36332_c0_g6_i1","MA_27456","42293","45113","+"
"1350","TRINITY_DN36332_c3_g1_i3","MA_10435193|MA_72903","2603|8844","2685|10307","-|-"
"1351","TRINITY_DN36327_c0_g1_i1","MA_42302","10758","11632","+"
"1352","TRINITY_DN36477_c0_g1_i11","MA_10429105|MA_10429163|MA_42723","18283|6509|2039","18539|6764|2253","+|-|+"
"1353","TRINITY_DN36983_c2_g2_i1","MA_56156","9302","10248","+"
"1354","TRINITY_DN37003_c0_g2_i1","MA_131403|MA_168523","14263|3998","14450|4955","+|-"
"1355","TRINITY_DN37265_c2_g1_i1","MA_102621","10999","11765","+"
"1356","TRINITY_DN37290_c0_g3_i1","MA_10433143|MA_137284","20717|9113","20937|9646","-|-"
"1357","TRINITY_DN37352_c0_g1_i3","MA_113075","13841","15858","-"
"1358","TRINITY_DN37347_c0_g1_i2","MA_10432240|MA_556","29423|11601","29459|17931","-|-"
"1359","TRINITY_DN37445_c0_g1_i2","MA_10432704","35188","35753","+"
"1360","TRINITY_DN37400_c0_g2_i2","MA_10433058","20975","22297","+"
"1361","TRINITY_DN37599_c0_g1_i1","MA_15317|MA_91228|MA_91228","25618|18796|20536","26087|20516|21347","+|+|+"
"1362","TRINITY_DN37603_c0_g2_i1","MA_27771","1554","3142","-"
"1363","TRINITY_DN37789_c0_g1_i2","MA_90749","8144","8203","+"
"1364","TRINITY_DN37788_c0_g1_i1","MA_10430025","29313","30733","-"
"1365","TRINITY_DN37871_c0_g1_i4","MA_10428878","19147","19969","-"
"1366","TRINITY_DN37871_c0_g1_i5","MA_10428878","19146","19969","-"
"1367","TRINITY_DN37860_c0_g1_i1","MA_10431892","4126","7207","-"
"1368","TRINITY_DN37843_c0_g1_i3","MA_10427429","3985","4821","-"
"1369","TRINITY_DN37906_c1_g1_i1","MA_53381|MA_59480","2359|22491","2937|22878","+|-"
"1370","TRINITY_DN38114_c0_g1_i3","MA_6588","1234","3314","+"
"1371","TRINITY_DN38293_c0_g1_i1","MA_62648","8085","9915","-"
"1372","TRINITY_DN38396_c0_g1_i1","MA_178424","10534","11498","-"
"1373","TRINITY_DN38549_c0_g1_i1","MA_27938","10487","11089","-"
"1374","TRINITY_DN38669_c0_g1_i1","MA_135670","13281","14483","+"
"1375","TRINITY_DN38641_c0_g1_i13","MA_8234","21068","24700","-"
"1376","TRINITY_DN38637_c0_g1_i2","MA_10435074","46794","48471","+"
"1377","TRINITY_DN38693_c0_g2_i1","MA_10427746","13398","15185","-"
"1378","TRINITY_DN38750_c2_g2_i1","MA_175090","34015","35311","-"
"1379","TRINITY_DN38873_c3_g1_i1","MA_125599|MA_9291","32441|31297","32573|44167","+|+"
"1380","TRINITY_DN38814_c0_g1_i5","MA_105192|MA_94776","21258|4862","21782|5412","+|-"
"1381","TRINITY_DN38884_c0_g2_i5","MA_12806","48318","49402","-"
"1382","TRINITY_DN38940_c0_g2_i1","MA_1406","11536","12381","-"
"1383","TRINITY_DN39399_c1_g1_i1","MA_24219","1494","3850","+"
"1384","TRINITY_DN39439_c0_g1_i1","MA_95477","13933","14809","+"
"1385","TRINITY_DN39468_c1_g2_i1","MA_177281","784","2913","-"
"1386","TRINITY_DN39471_c0_g1_i6","MA_139352","1003","1647","+"
"1387","TRINITY_DN39471_c0_g1_i7","MA_139352","1003","1647","+"
"1388","TRINITY_DN39471_c0_g1_i2","MA_139352","1003","1647","+"
"1389","TRINITY_DN39573_c0_g1_i1","MA_10434552","13683","15315","-"
"1390","TRINITY_DN39596_c0_g2_i1","MA_161781|MA_39427","9911|19995","10139|20295","-|+"
"1391","TRINITY_DN39506_c0_g1_i1","MA_53147","22136","23664","+"
"1392","TRINITY_DN39560_c0_g2_i2","MA_10437219|MA_12783","51126|26302","51348|28462","-|+"
"1393","TRINITY_DN39604_c0_g1_i1","MA_18942","63087","63533","-"
"1394","TRINITY_DN39610_c0_g1_i1","MA_467537","6542","8021","+"
"1395","TRINITY_DN39752_c1_g2_i1","MA_23066","18538","19408","-"
"1396","TRINITY_DN39750_c0_g1_i1","MA_10427877","19522","20062","+"
"1397","TRINITY_DN39750_c0_g1_i2","MA_10427877","19522","20062","+"
"1398","TRINITY_DN39710_c0_g1_i1","MA_71717","23470","24672","-"
"1399","TRINITY_DN39739_c0_g1_i1","MA_46124","48028","50123","+"
"1400","TRINITY_DN39773_c0_g1_i3","MA_15703","2423","3501","+"
"1401","TRINITY_DN39958_c0_g1_i2","MA_66402","7237","11896","-"
"1402","TRINITY_DN40146_c0_g1_i1","MA_100985","9671","10377","+"
"1403","TRINITY_DN40299_c0_g1_i3","MA_115536","8468","10032","+"
"1404","TRINITY_DN40266_c0_g1_i1","MA_85704","22879","24094","+"
"1405","TRINITY_DN40250_c0_g1_i1","MA_2215","6596","7774","+"
"1406","TRINITY_DN40307_c0_g1_i1","MA_8643|MA_8643","13660|13846","13842|15575","+|+"
"1407","TRINITY_DN40343_c0_g1_i1","MA_20109","33551","34696","+"
"1408","TRINITY_DN40408_c0_g1_i1","MA_21193","12019","12055","-"
"1409","TRINITY_DN40583_c0_g1_i1","MA_10426845","11780","12612","-"
"1410","TRINITY_DN40548_c0_g4_i1","MA_1773","41200","41466","+"
"1411","TRINITY_DN40584_c0_g1_i3","MA_10432359","10371","12264","-"
"1412","TRINITY_DN40687_c0_g6_i1","MA_138199","1294","2480","+"
"1413","TRINITY_DN40764_c0_g1_i2","MA_10428490|MA_11315|MA_7469","11265|24156|44385","11789|29408|45309","+|-|-"
"1414","TRINITY_DN40724_c1_g1_i5","MA_20539","41966","43151","+"
"1415","TRINITY_DN40805_c0_g2_i2","MA_7618","40862","41643","+"
"1416","TRINITY_DN41060_c0_g1_i1","MA_31116","6418","7047","-"
"1417","TRINITY_DN41020_c0_g1_i1","MA_10429043|MA_105948","8815|7901","9959|8939","-|-"
"1418","TRINITY_DN41176_c0_g1_i2","MA_10432028|MA_10436879","3816|21070","11511|25509","+|+"
"1419","TRINITY_DN41132_c3_g1_i1","MA_73296","4217","5131","-"
"1420","TRINITY_DN41426_c1_g2_i1","MA_41696","25762","26312","+"
"1421","TRINITY_DN41500_c0_g1_i1","MA_138136","387","2454","+"
"1422","TRINITY_DN41650_c0_g3_i2","MA_181561|MA_181561","5645|5887","5788|6094","+|+"
"1423","TRINITY_DN41704_c0_g1_i7","MA_136975","2333","3950","+"
"1424","TRINITY_DN41735_c0_g1_i4","MA_10426362","7014","8557","+"
"1425","TRINITY_DN41762_c0_g2_i1","MA_10433737","8937","11010","-"
"1426","TRINITY_DN41734_c0_g1_i2","MA_10431897","101431","102329","+"
"1427","TRINITY_DN41734_c0_g1_i3","MA_10431897","101523","102251","+"
"1428","TRINITY_DN41883_c0_g1_i2","MA_16349|MA_82066","10952|21026","15311|28727","-|-"
"1429","TRINITY_DN42198_c0_g1_i7","MA_40312","20404","21470","+"
"1430","TRINITY_DN42370_c1_g1_i3","MA_79202|MA_79202","12316|13241","13367|14951","-|-"
"1431","TRINITY_DN42351_c0_g1_i1","MA_116407|MA_98940","32222|7338","32338|9717","+|-"
"1432","TRINITY_DN42329_c0_g1_i2","MA_91435","7246","8494","-"
"1433","TRINITY_DN42359_c0_g1_i1","MA_103831","37493","37761","-"
"1434","TRINITY_DN42440_c0_g1_i3","MA_169512","4046","6693","-"
"1435","TRINITY_DN42532_c0_g2_i1","MA_54271","1383","2013","+"
"1436","TRINITY_DN42522_c0_g1_i1","MA_90007","5304","7445","+"
"1437","TRINITY_DN42545_c0_g2_i2","MA_181500","8136","9161","+"
"1438","TRINITY_DN42514_c0_g2_i1","MA_7904","8044","9784","-"
"1439","TRINITY_DN42553_c0_g1_i3","MA_91734|MA_91734","16700|16911","16889|18000","+|+"
"1440","TRINITY_DN42680_c0_g1_i1","MA_7904","11020","11901","-"
"1441","TRINITY_DN42793_c1_g1_i1","MA_13635","40826","42048","-"
"1442","TRINITY_DN42997_c0_g2_i1","MA_32780","8687","10214","+"
"1443","TRINITY_DN43182_c1_g2_i1","MA_10436132|MA_177476","4359|4926","9750|5496","-|+"
"1444","TRINITY_DN43232_c0_g2_i1","MA_144624|MA_6067","3331|8534","9474|8861","+|+"
"1445","TRINITY_DN43572_c1_g1_i4","MA_61211","3509","4351","-"
"1446","TRINITY_DN43557_c1_g1_i3","MA_10431466","12229","13230","+"
"1447","TRINITY_DN43538_c1_g1_i1","MA_10434621","36787","37898","-"
"1448","TRINITY_DN43609_c0_g3_i2","MA_178889","9054","10163","-"
"1449","TRINITY_DN43670_c0_g1_i4","MA_10432051|MA_18309","9058|11222","10077|12324","+|+"
"1450","TRINITY_DN43779_c0_g1_i1","MA_6380","33851","34625","-"
"1451","TRINITY_DN43743_c0_g1_i1","MA_10435563","23785","24468","-"
"1452","TRINITY_DN43844_c0_g1_i1","MA_10437150","18039","24914","-"
"1453","TRINITY_DN44282_c2_g1_i1","MA_139774|MA_181752|MA_182653|MA_34042","6580|14045|5352|22333","6956|15023|9673|22909","+|+|-|-"
"1454","TRINITY_DN44359_c0_g1_i1","MA_174333|MA_37522|MA_37522|MA_37522","26072|23848|24022|24181","26281|23931|24041|24211","+|+|+|+"
"1455","TRINITY_DN44524_c1_g1_i2","MA_140519","5078","5929","+"
"1456","TRINITY_DN44617_c0_g1_i5","MA_112054|MA_2650","1298|12222","1562|12554","-|+"
"1457","TRINITY_DN44725_c0_g1_i2","MA_110566|MA_4625","4700|32577","5408|39429","-|+"
"1458","TRINITY_DN44794_c0_g1_i2","MA_864010","4444","5583","+"
"1459","TRINITY_DN44812_c0_g1_i1","MA_40055","502","1790","-"
"1460","TRINITY_DN44978_c0_g1_i1","MA_23070","25626","28145","+"
"1461","TRINITY_DN45141_c0_g1_i1","MA_10436495|MA_166984","26664|21046","29705|21156","-|-"
"1462","TRINITY_DN45184_c0_g2_i1","MA_35720","22278","22827","+"
"1463","TRINITY_DN45185_c0_g1_i1","MA_20218","44243","45931","-"
"1464","TRINITY_DN45488_c0_g1_i1","MA_44287|MA_44287","18176|20754","21573|20858","+|+"
"1465","TRINITY_DN45527_c0_g1_i4","MA_886403","376","1021","-"
"1466","TRINITY_DN45527_c0_g1_i2","MA_886403|MA_886403","369|872","1066|1255","-|-"
"1467","TRINITY_DN45634_c0_g1_i1","MA_10435709|MA_3903","20289|48695","20414|49613","+|-"
"1468","TRINITY_DN45664_c0_g1_i1","MA_123918","13645","14587","+"
"1469","TRINITY_DN45803_c0_g2_i1","MA_141075","16539","17979","+"
"1470","TRINITY_DN45871_c0_g1_i2","MA_165633|MA_168990","22694|8777","23171|9320","+|-"
"1471","TRINITY_DN46052_c0_g1_i1","MA_43836","8724","9402","+"
"1472","TRINITY_DN46136_c0_g1_i2","MA_10388866","2476","4079","+"
"1473","TRINITY_DN46275_c1_g1_i1","MA_98294","16977","19097","-"
"1474","TRINITY_DN46228_c0_g1_i1","MA_99736","677","2006","+"
"1475","TRINITY_DN46278_c3_g1_i1","MA_6029","1182","2326","+"
"1476","TRINITY_DN46367_c0_g1_i3","MA_41646","39600","40852","-"
"1477","TRINITY_DN46493_c0_g1_i1","MA_68024","11628","14090","-"
"1478","TRINITY_DN46510_c0_g2_i2","MA_10426319|MA_10435841","2623|11225","12490|13092","-|-"
"1479","TRINITY_DN46582_c0_g2_i1","MA_10436501","17706","18281","-"
"1480","TRINITY_DN46624_c0_g1_i1","MA_8280","11095","12293","+"
"1481","TRINITY_DN46633_c0_g1_i2","MA_15756","25071","26202","-"
"1482","TRINITY_DN46751_c0_g1_i1","MA_91105","1054","1713","-"
"1483","TRINITY_DN46931_c0_g1_i1","MA_10435172","3504","4126","-"
"1484","TRINITY_DN47296_c0_g1_i5","MA_138737","6032","7981","-"
"1485","TRINITY_DN47296_c0_g1_i8","MA_138737","6803","7981","-"
"1486","TRINITY_DN47292_c1_g3_i1","MA_10436438","10730","12576","+"
"1487","TRINITY_DN47459_c0_g3_i1","MA_15750|MA_33743","24233|11145","32001|11654","+|-"
"1488","TRINITY_DN47582_c0_g1_i1","MA_10437256","12713","13889","+"
"1489","TRINITY_DN47665_c0_g1_i1","MA_10359574","29655","31550","-"
"1490","TRINITY_DN47630_c0_g1_i4","MA_21185","36525","36869","+"
"1491","TRINITY_DN47781_c1_g3_i3","MA_121734","33639","33940","-"
"1492","TRINITY_DN48133_c0_g1_i1","MA_56476","11704","13190","+"
"1493","TRINITY_DN48346_c3_g1_i1","MA_96911","17605","18416","+"
"1494","TRINITY_DN48332_c0_g1_i4","MA_48475","5088","7385","+"
"1495","TRINITY_DN48478_c0_g1_i1","MA_25927","16499","17797","+"
"1496","TRINITY_DN48608_c0_g1_i1","MA_10427860|MA_11786","2701|1187","2976|1366","-|-"
"1497","TRINITY_DN48866_c0_g1_i1","MA_109282|MA_4614","13642|633","15295|702","-|+"
"1498","TRINITY_DN48807_c0_g1_i2","MA_110915","5481","6215","+"
"1499","TRINITY_DN48848_c0_g1_i1","MA_18493","37919","38454","+"
"1500","TRINITY_DN48862_c0_g1_i1","MA_136671","12513","16105","-"
"1501","TRINITY_DN48899_c0_g1_i4","MA_101681","1612","3211","-"
"1502","TRINITY_DN48851_c0_g2_i2","MA_126622","5838","7316","-"
"1503","TRINITY_DN49062_c0_g1_i1","MA_20129","35741","38342","+"
"1504","TRINITY_DN49709_c0_g1_i6","MA_19146","105930","106759","+"
"1505","TRINITY_DN49709_c0_g1_i3","MA_19146","77372","106759","+"
"1506","TRINITY_DN49849_c0_g1_i7","MA_35037","16007","16374","+"
"1507","TRINITY_DN49928_c0_g1_i4","MA_166860|MA_170273","5671|17551","5940|17820","-|+"
"1508","TRINITY_DN49997_c1_g1_i1","MA_98696","10964","11884","-"
"1509","TRINITY_DN50060_c0_g1_i4","MA_34972","8957","10615","-"
"1510","TRINITY_DN50289_c0_g1_i1","MA_2151","5072","6362","+"
"1511","TRINITY_DN50289_c0_g1_i3","MA_2151","27582","29003","+"
"1512","TRINITY_DN50563_c0_g1_i1","MA_63860","13696","14625","+"
"1513","TRINITY_DN50581_c0_g1_i1","MA_6160","9329","10643","+"
"1514","TRINITY_DN50612_c0_g1_i8","MA_122887|MA_15013","8798|8887","10131|11985","-|+"
"1515","TRINITY_DN50798_c0_g1_i2","MA_102436","22965","24589","+"
"1516","TRINITY_DN50886_c1_g1_i1","MA_45050","3553","4454","+"
"1517","TRINITY_DN51100_c0_g1_i1","MA_10436099|MA_135911|MA_159932|MA_172585|MA_69537","35593|60|3237|14996|14626","35765|192|3433|15132|14758","-|+|+|-|+"
"1518","TRINITY_DN51192_c0_g1_i1","MA_166331","42942","43679","-"
"1519","TRINITY_DN51209_c0_g1_i1","MA_3280","6235","7585","-"
"1520","TRINITY_DN51240_c0_g1_i3","MA_10433831","10890","12003","-"
"1521","TRINITY_DN51339_c0_g1_i1","MA_57341","12729","13644","-"
"1522","TRINITY_DN51375_c0_g1_i2","MA_20595","135550","137628","-"
"1523","TRINITY_DN51338_c0_g3_i4","MA_10427800","39485","42286","-"
"1524","TRINITY_DN51361_c0_g3_i1","MA_10429093","14549","16430","+"
"1525","TRINITY_DN51379_c0_g1_i1","MA_10425776|MA_11645","37334|36387","38435|36491","-|-"
"1526","TRINITY_DN51318_c0_g4_i1","MA_10428413","48678","50333","-"
"1527","TRINITY_DN51733_c0_g2_i1","MA_84518","9395","11122","-"
"1528","TRINITY_DN51796_c0_g1_i1","MA_10431009","3537","5647","-"
"1529","TRINITY_DN51796_c0_g1_i3","MA_10431009","3308","4724","-"
"1530","TRINITY_DN52072_c0_g2_i1","MA_10432429","17869","19264","+"
"1531","TRINITY_DN52087_c0_g1_i5","MA_10434009","10465","12543","-"
"1532","TRINITY_DN52411_c0_g1_i1","MA_61041","11436","12181","+"
"1533","TRINITY_DN52479_c0_g2_i3","MA_3809|MA_47927","44088|5897","44719|6742","+|+"
"1534","TRINITY_DN52600_c0_g1_i4","MA_10436637","51885","53974","-"
"1535","TRINITY_DN52564_c1_g1_i1","MA_65677","4450","4848","-"
"1536","TRINITY_DN52564_c0_g1_i1","MA_65677","3818","4989","+"
"1537","TRINITY_DN52564_c0_g1_i2","MA_65677","3818","4989","+"
"1538","TRINITY_DN52741_c0_g2_i2","MA_10434493|MA_2448|MA_61548|MA_94069","3571|32310|4998|6978","4005|32746|5434|7422","+|+|-|+"
"1539","TRINITY_DN52773_c0_g2_i1","MA_50477","4893","5483","-"
"1540","TRINITY_DN52747_c1_g1_i1","MA_10433715","4180","5578","+"
"1541","TRINITY_DN52893_c0_g1_i1","MA_10432145","10057","10936","-"
"1542","TRINITY_DN52959_c0_g1_i1","MA_18100","30993","32408","+"
"1543","TRINITY_DN53039_c0_g1_i1","MA_98254","9349","10348","+"
"1544","TRINITY_DN53430_c0_g2_i1","MA_10434551","903","3247","-"
"1545","TRINITY_DN53523_c0_g1_i1","MA_7930","9096","10001","-"
"1546","TRINITY_DN53523_c0_g1_i2","MA_7930","8882","10001","-"
"1547","TRINITY_DN53618_c0_g1_i1","MA_72094","4687","5654","-"
"1548","TRINITY_DN53726_c0_g1_i1","MA_74546","4675","5869","+"
"1549","TRINITY_DN53978_c0_g1_i1","MA_20216","69650","71308","+"
"1550","TRINITY_DN54344_c0_g2_i1","MA_10433331","8825","10247","-"
"1551","TRINITY_DN54604_c0_g2_i1","MA_118220","4862","6286","+"
"1552","TRINITY_DN54886_c0_g1_i2","MA_707839","4283","5355","-"
"1553","TRINITY_DN55077_c0_g1_i3","MA_96489","31193","32252","+"
"1554","TRINITY_DN55508_c0_g1_i1","MA_12772","26848","28404","-"
"1555","TRINITY_DN55727_c0_g2_i2","MA_18892","53658","54890","+"
"1556","TRINITY_DN55874_c0_g4_i1","MA_90507","6814","9822","-"
"1557","TRINITY_DN55838_c0_g1_i1","MA_10435453","13645","14391","-"
"1558","TRINITY_DN56087_c0_g1_i1","MA_107580","5236","7685","-"
"1559","TRINITY_DN56192_c0_g1_i1","MA_12260|MA_90818","39138|14042","39278|14337","+|+"
"1560","TRINITY_DN56217_c1_g1_i1","MA_27078","515","3238","-"
"1561","TRINITY_DN56395_c0_g1_i9","MA_19683","88673","90587","-"
"1562","TRINITY_DN56636_c0_g1_i1","MA_218164","8504","9796","-"
"1563","TRINITY_DN56972_c3_g1_i1","MA_181500","3975","6220","+"
"1564","TRINITY_DN56992_c0_g2_i1","MA_16444","22479","22975","-"
"1565","TRINITY_DN56977_c0_g1_i1","MA_83662","8863","10233","-"
"1566","TRINITY_DN57037_c0_g1_i1","MA_67995|MA_67995","4427|8307","5352|10557","-|+"
"1567","TRINITY_DN57427_c0_g2_i2","MA_10435453","15747","18002","-"
"1568","TRINITY_DN57775_c0_g1_i1","MA_104210","38868","39393","-"
"1569","TRINITY_DN57744_c0_g1_i1","MA_27109","42020","44504","+"
"1570","TRINITY_DN57777_c0_g1_i4","MA_10426275","985","1099","-"
"1571","TRINITY_DN58194_c0_g1_i1","MA_10431808","38498","41926","+"
"1572","TRINITY_DN58202_c0_g1_i2","MA_10430920","45747","47333","+"
"1573","TRINITY_DN58785_c0_g1_i2","MA_83662","10218","12713","-"
"1574","TRINITY_DN58711_c0_g1_i1","MA_170596","6516","7148","+"
"1575","TRINITY_DN59030_c0_g1_i1","MA_53566","5096","5577","-"
"1576","TRINITY_DN59287_c0_g2_i1","MA_42232","18704","20420","+"
"1577","TRINITY_DN59327_c2_g1_i2","MA_18493","38477","39453","+"
"1578","TRINITY_DN59688_c0_g1_i1","MA_52003","14152","15053","-"
"1579","TRINITY_DN59688_c0_g2_i1","MA_52003","14067","14987","-"
"1580","TRINITY_DN59987_c0_g1_i2","MA_17031","40272","40911","+"
"1581","TRINITY_DN60261_c0_g2_i1","MA_4474","11424","13158","+"
"1582","TRINITY_DN60353_c0_g1_i1","MA_7480","15535","17940","+"
"1583","TRINITY_DN60698_c0_g1_i1","MA_10433111|MA_11241","14194|33975","14507|34265","+|+"
"1584","TRINITY_DN60707_c0_g1_i3","MA_10600","22274","23951","-"
"1585","TRINITY_DN60786_c1_g1_i1","MA_10436317","78156","79457","-"
"1586","TRINITY_DN60867_c0_g1_i1","MA_6584","58746","59994","-"
"1587","TRINITY_DN60981_c0_g1_i1","MA_508","16929","16992","-"
"1588","TRINITY_DN61368_c0_g1_i2","MA_10337720|MA_10361509|MA_10429110|MA_154599|MA_51507","9533|3716|7325|4064|55097","9727|3908|7549|4637|55636","+|+|-|-|+"
"1589","TRINITY_DN61602_c0_g1_i1","MA_20423","72893","73358","-"
"1590","TRINITY_DN61759_c0_g1_i1","MA_9848","61842","63101","-"
"1591","TRINITY_DN61765_c0_g1_i1","MA_15821","48786","50550","+"
"1592","TRINITY_DN62034_c0_g4_i2","MA_175781|MA_20298","3590|38314","4163|44654","+|+"
"1593","TRINITY_DN62304_c1_g2_i2","MA_8534","6201","9497","-"
"1594","TRINITY_DN62411_c0_g1_i1","MA_15894","21223","22582","-"
"1595","TRINITY_DN63092_c0_g1_i1","MA_52319","8078","9193","-"
"1596","TRINITY_DN63508_c0_g1_i1","MA_10322857|MA_10387259","30954|1020","31327|1390","+|-"
"1597","TRINITY_DN63652_c0_g1_i1","MA_10434355","30036","31282","+"
"1598","TRINITY_DN63799_c0_g2_i2","MA_17994","7317","7390","+"
"1599","TRINITY_DN63852_c0_g1_i1","MA_91807","14685","15717","+"
"1600","TRINITY_DN64006_c0_g1_i1","MA_10429741","34802","35449","+"
"1601","TRINITY_DN64354_c0_g1_i1","MA_176496|MA_176496","29112|29588","29696|30136","-|-"
"1602","TRINITY_DN64310_c0_g1_i1","MA_18503","10133","14559","+"
"1603","TRINITY_DN64419_c0_g1_i1","MA_10435317","8385","8638","+"
"1604","TRINITY_DN64598_c0_g1_i1","MA_132673","12490","13344","+"
"1605","TRINITY_DN64598_c0_g1_i3","MA_132673","12490","13468","+"
"1606","TRINITY_DN64609_c0_g1_i2","MA_36657","15962","18548","-"
"1607","TRINITY_DN64724_c0_g1_i1","MA_13984","14808","15503","-"
"1608","TRINITY_DN65188_c0_g1_i1","MA_18178","47021","49027","+"
"1609","TRINITY_DN65427_c0_g1_i1","MA_179192","1989","2863","+"
"1610","TRINITY_DN66069_c0_g1_i5","MA_10429408|MA_10430681|MA_66419","11413|16073|8712","11631|16190|8890","+|+|-"
"1611","TRINITY_DN66173_c1_g1_i1","MA_177562","19426","20319","+"
"1612","TRINITY_DN66243_c1_g3_i1","MA_10432836","5042","6183","-"
"1613","TRINITY_DN66264_c0_g2_i1","MA_10436741","6215","8628","+"
"1614","TRINITY_DN66264_c1_g1_i1","MA_10433399","11351","12967","-"
"1615","TRINITY_DN66517_c1_g1_i1","MA_19048","29304","30664","-"
"1616","TRINITY_DN66503_c0_g2_i1","MA_469","18508","18940","+"
"1617","TRINITY_DN66669_c0_g1_i5","MA_14051","40435","42244","+"
"1618","TRINITY_DN66669_c0_g1_i2","MA_14051","40435","42244","-"
"1619","TRINITY_DN66669_c0_g1_i10","MA_14051","40435","42244","-"
"1620","TRINITY_DN66967_c0_g1_i1","MA_3228","3550","4177","+"
